user_id,weights,followers,foll_following,foll_follower,foll_isVerified,foll_favouritesCount,foll_statusCount,foll_profileTime,active_years,status_followers_ratio,followers_following_ratio,verified_score,active_year_score,ff_score,favorites_count_score,sf_score,followers_weights,final_weights
1084.0,0.6500000000000001,2282824236.0,3431.0,2376.0,0.0,65024.0,30523.0,2014.0,6.0,12.84638047138047,0.6925094724570097,0.0,0.1,0.15,0.2,0.2,0.65,1.3000000000000005
1084.0,0.6500000000000001,534929951.0,4620.0,3998.0,0.0,30188.0,304389.0,2012.0,8.0,76.13531765882941,0.8653679653679653,0.0,0.1,0.15,0.2,0.2,0.65,1.3000000000000005
1084.0,0.6500000000000001,99049698.0,752.0,143.0,0.0,30148.0,6459.0,2009.0,11.0,45.16783216783218,0.1901595744680851,0.0,0.2,0.05,0.2,0.2,0.65,1.3000000000000005
1084.0,0.6500000000000001,7.802544548220191e+17,1199.0,3231.0,0.0,160869.0,83503.0,2016.0,4.0,25.844320643763538,2.694745621351126,0.0,0.05,0.2,0.2,0.2,0.65,1.3000000000000005
1084.0,0.6500000000000001,242166085.0,1843.0,486.0,0.0,125973.0,6352.0,2011.0,9.0,13.069958847736626,0.26370048833423765,0.0,0.15,0.1,0.2,0.2,0.65,1.3000000000000005
1084.0,0.6500000000000001,235281779.0,864.0,227.0,0.0,20589.0,5647.0,2011.0,9.0,24.876651982378856,0.26273148148148145,0.0,0.15,0.1,0.2,0.2,0.65,1.3000000000000005
1084.0,0.6500000000000001,1.0202498721659904e+18,792.0,1776.0,0.0,33321.0,18788.0,2018.0,2.0,10.57882882882883,2.2424242424242418,0.0,0.05,0.2,0.2,0.2,0.65,1.3000000000000005
1084.0,0.6500000000000001,58952986.0,4377.0,676.0,0.0,36151.0,19122.0,2009.0,11.0,28.28698224852071,0.1544436828878227,0.0,0.2,0.05,0.2,0.2,0.65,1.3000000000000005
1084.0,0.6500000000000001,130854002.0,551.0,193.0,0.0,70615.0,26577.0,2010.0,10.0,137.70466321243524,0.3502722323049002,0.0,0.15,0.1,0.2,0.2,0.65,1.3000000000000005
1084.0,0.6500000000000001,15755206.0,2118.0,4524.0,0.0,6401.0,7918.0,2008.0,12.0,1.7502210433244916,2.1359773371104818,0.0,0.2,0.2,0.15,0.1,0.65,1.3000000000000005
1084.0,0.6500000000000001,21808292.0,1491.0,1718.0,0.0,8160.0,3641.0,2009.0,11.0,2.119324796274738,1.1522468142186453,0.0,0.2,0.2,0.15,0.1,0.65,1.3000000000000005
1084.0,0.6500000000000001,3238190918.0,268.0,666.0,0.0,324630.0,18298.0,2015.0,5.0,27.474474474474484,2.485074626865672,0.0,0.05,0.2,0.2,0.2,0.65,1.3000000000000005
1084.0,0.6500000000000001,14624523.0,6544.0,8608.0,0.0,16336.0,12864.0,2008.0,12.0,1.4944237918215613,1.315403422982885,0.0,0.2,0.2,0.15,0.1,0.65,1.3000000000000005
1084.0,0.6500000000000001,304228921.0,662.0,272.0,0.0,28080.0,15207.0,2011.0,9.0,55.908088235294116,0.4108761329305136,0.0,0.15,0.1,0.2,0.2,0.65,1.3000000000000005
1084.0,0.6500000000000001,112318978.0,2296.0,1269.0,0.0,21452.0,23659.0,2010.0,10.0,18.64381402679275,0.5527003484320557,0.0,0.15,0.1,0.2,0.2,0.65,1.3000000000000005
1084.0,0.6500000000000001,369614835.0,2394.0,835.0,0.0,161047.0,29814.0,2011.0,9.0,35.705389221556885,0.3487886382623225,0.0,0.15,0.1,0.2,0.2,0.65,1.3000000000000005
1084.0,0.6500000000000001,15473211.0,413.0,2725.0,0.0,740.0,11738.0,2008.0,12.0,4.307522935779817,6.598062953995157,0.0,0.2,0.2,0.1,0.15,0.65,1.3000000000000005
1084.0,0.6500000000000001,73951461.0,2681.0,1173.0,0.0,11258.0,28908.0,2009.0,11.0,24.644501278772374,0.4375233121969415,0.0,0.2,0.1,0.15,0.2,0.6500000000000001,1.3000000000000005
1084.0,0.6500000000000001,28846021.0,2144.0,21372.0,0.0,55101.0,5575.0,2009.0,11.0,0.26085532472393785,9.968283582089553,0.0,0.2,0.2,0.2,0.05,0.6500000000000001,1.3000000000000005
1084.0,0.6500000000000001,1883637660.0,1451.0,1762.0,0.0,33679.0,9322.0,2013.0,7.0,5.290578887627697,1.2143349414197104,0.0,0.1,0.2,0.2,0.15,0.65,1.3000000000000005
1084.0,0.6500000000000001,9008.0,420.0,193.0,0.0,3801.0,4295.0,2006.0,14.0,22.25388601036269,0.4595238095238095,0.0,0.2,0.1,0.15,0.2,0.6500000000000001,1.3000000000000005
1084.0,0.6500000000000001,714863750.0,1576.0,10008.0,0.0,138636.0,49838.0,2012.0,8.0,4.979816147082334,6.350253807106599,0.0,0.1,0.2,0.2,0.15,0.65,1.3000000000000005
