user_id,weights,followers,foll_following,foll_follower,foll_isVerified,foll_favouritesCount,foll_statusCount,foll_profileTime,active_years,followers_following_ratio,status_followers_ratio,verified_score,active_year_score,ff_score,favorites_count_score,sf_score,followers_weights,final_weights
1688.0,0.9500000000000002,63263281.0,4841.0,1610.0,0.0,47208.0,70906.0,2009.0,11.0,0.33257591406734144,44.04099378881988,0.0,0.15,0.1,0.1,0.2,0.55,1.5000000000000002
1688.0,0.9500000000000002,26873124.0,5682.0,5431.0,0.0,18919.0,40298.0,2009.0,11.0,0.9558254135867652,7.419996317436937,0.0,0.15,0.15,0.1,0.15,0.55,1.5000000000000002
1688.0,0.9500000000000002,29543915.0,914.0,485.0,0.0,37609.0,23353.0,2009.0,11.0,0.5306345733041575,48.15051546391753,0.0,0.15,0.1,0.1,0.2,0.55,1.5000000000000002
1688.0,0.9500000000000002,9.121875699616113e+17,8549.0,8679.0,0.0,101270.0,123860.0,2017.0,3.0,1.0152064568955432,14.271229404309251,0.0,0.05,0.2,0.1,0.2,0.55,1.5000000000000002
1688.0,0.9500000000000002,1380859304.0,5001.0,3200.0,0.0,35065.0,57465.0,2013.0,7.0,0.639872025594881,17.9578125,0.0,0.1,0.15,0.1,0.2,0.55,1.5000000000000002
1688.0,0.9500000000000002,326514673.0,5620.0,5116.0,0.0,637607.0,47434.0,2011.0,9.0,0.9103202846975088,9.271696637998435,0.0,0.15,0.15,0.1,0.15,0.55,1.5000000000000002
1688.0,0.9500000000000002,146422559.0,4005.0,1280.0,0.0,20631.0,13218.0,2010.0,10.0,0.3196004993757803,10.3265625,0.0,0.15,0.1,0.1,0.2,0.55,1.5000000000000002
1688.0,0.9500000000000002,367786958.0,2192.0,536.0,0.0,30826.0,10983.0,2011.0,9.0,0.2445255474452555,20.49067164179105,0.0,0.15,0.1,0.1,0.2,0.55,1.5000000000000002
1688.0,0.9500000000000002,7.674446213833114e+17,6401.0,6503.0,0.0,112513.0,198930.0,2016.0,4.0,1.0159350101546634,30.590496693833607,0.0,0.05,0.2,0.1,0.2,0.55,1.5000000000000002
1688.0,0.9500000000000002,2612668305.0,7305.0,6841.0,0.0,217746.0,101478.0,2014.0,6.0,0.9364818617385352,14.833796228621544,0.0,0.1,0.15,0.1,0.2,0.55,1.5000000000000002
1688.0,0.9500000000000002,282390023.0,13468.0,12334.0,0.0,48961.0,45148.0,2011.0,9.0,0.9158004158004158,3.660450786443976,0.0,0.15,0.15,0.1,0.15,0.55,1.5000000000000002
1688.0,0.9500000000000002,274143121.0,3541.0,2715.0,0.0,72980.0,16856.0,2011.0,9.0,0.7667325614233268,6.208471454880295,0.0,0.15,0.15,0.1,0.15,0.55,1.5000000000000002
1688.0,0.9500000000000002,2989373109.0,420.0,641.0,0.0,369681.0,6860.0,2015.0,5.0,1.5261904761904759,10.702028081123244,0.0,0.05,0.2,0.1,0.2,0.55,1.5000000000000002
1688.0,0.9500000000000002,220943631.0,1545.0,852.0,0.0,32114.0,41230.0,2010.0,10.0,0.5514563106796116,48.39201877934272,0.0,0.15,0.1,0.1,0.2,0.55,1.5000000000000002
1688.0,0.9500000000000002,278037129.0,4985.0,3744.0,0.0,26695.0,12749.0,2011.0,9.0,0.7510531594784353,3.4051816239316235,0.0,0.15,0.15,0.1,0.15,0.55,1.5000000000000002
1688.0,0.9500000000000002,2675751236.0,2248.0,1441.0,0.0,94378.0,21558.0,2014.0,6.0,0.6410142348754448,14.960444136016655,0.0,0.1,0.15,0.1,0.2,0.55,1.5000000000000002
1688.0,0.9500000000000002,459813324.0,4432.0,2790.0,0.0,46223.0,46000.0,2012.0,8.0,0.6295126353790613,16.487455197132615,0.0,0.1,0.15,0.1,0.2,0.55,1.5000000000000002
1688.0,0.9500000000000002,4870478255.0,17858.0,22377.0,0.0,339614.0,262152.0,2016.0,4.0,1.2530518535110315,11.71524333020512,0.0,0.05,0.2,0.1,0.2,0.55,1.5000000000000002
1688.0,0.9500000000000002,243291481.0,5001.0,3067.0,0.0,251329.0,174946.0,2011.0,9.0,0.6132773445310937,57.041408542549725,0.0,0.15,0.1,0.1,0.2,0.55,1.5000000000000002
1688.0,0.9500000000000002,1938824527.0,3704.0,2905.0,0.0,186286.0,147222.0,2013.0,7.0,0.7842872570194385,50.67882960413081,0.0,0.1,0.15,0.1,0.2,0.55,1.5000000000000002
1688.0,0.9500000000000002,9.690184383823217e+17,1101.0,1115.0,0.0,42352.0,40384.0,2018.0,2.0,1.0127157129881923,36.21883408071749,0.0,0.05,0.2,0.1,0.2,0.55,1.5000000000000002
1688.0,0.9500000000000002,252582697.0,1263.0,324.0,0.0,34142.0,13858.0,2011.0,9.0,0.2565320665083136,42.77160493827161,0.0,0.15,0.1,0.1,0.2,0.55,1.5000000000000002
1688.0,0.9500000000000002,289534084.0,347.0,115.0,0.0,18351.0,3445.0,2011.0,9.0,0.3314121037463977,29.956521739130434,0.0,0.15,0.1,0.1,0.2,0.55,1.5000000000000002
1688.0,0.9500000000000002,45649049.0,3927.0,3805.0,0.0,23237.0,15664.0,2009.0,11.0,0.9689330277565572,4.116688567674114,0.0,0.15,0.15,0.1,0.15,0.55,1.5000000000000002
1688.0,0.9500000000000002,2314054921.0,2170.0,1795.0,0.0,391256.0,125453.0,2014.0,6.0,0.8271889400921659,69.89025069637883,0.0,0.1,0.15,0.1,0.2,0.55,1.5000000000000002
1688.0,0.9500000000000002,30112633.0,1825.0,583.0,0.0,40765.0,27162.0,2009.0,11.0,0.3194520547945205,46.59005145797599,0.0,0.15,0.1,0.1,0.2,0.55,1.5000000000000002
1688.0,0.9500000000000002,32308064.0,2249.0,666.0,0.0,117726.0,60473.0,2009.0,11.0,0.2961316140506892,90.80030030030031,0.0,0.15,0.1,0.1,0.2,0.55,1.5000000000000002
1688.0,0.9500000000000002,17678750.0,4289.0,940.0,0.0,27189.0,25146.0,2008.0,12.0,0.21916530659827466,26.751063829787235,0.0,0.2,0.05,0.1,0.2,0.55,1.5000000000000002
1688.0,0.9500000000000002,429184026.0,4992.0,2285.0,0.0,76801.0,129877.0,2011.0,9.0,0.4577323717948718,56.838949671772426,0.0,0.15,0.1,0.1,0.2,0.55,1.5000000000000002
1688.0,0.9500000000000002,156458952.0,2991.0,1580.0,0.0,19335.0,45543.0,2010.0,10.0,0.528251420929455,28.8246835443038,0.0,0.15,0.1,0.1,0.2,0.55,1.5000000000000002
1688.0,0.9500000000000002,25908599.0,3574.0,922.0,0.0,105279.0,54558.0,2009.0,11.0,0.25797425853385564,59.17353579175705,0.0,0.15,0.1,0.1,0.2,0.55,1.5000000000000002
1688.0,0.9500000000000002,19610934.0,615.0,291.0,0.0,32238.0,6342.0,2009.0,11.0,0.473170731707317,21.79381443298969,0.0,0.15,0.1,0.1,0.2,0.55,1.5000000000000002
1688.0,0.9500000000000002,872997236.0,760.0,1518.0,0.0,26540.0,6172.0,2012.0,8.0,1.997368421052632,4.065876152832675,0.0,0.1,0.2,0.1,0.15,0.55,1.5000000000000002
1688.0,0.9500000000000002,1011198630.0,1738.0,1130.0,0.0,29807.0,26607.0,2012.0,8.0,0.6501726121979287,23.54601769911505,0.0,0.1,0.15,0.1,0.2,0.55,1.5000000000000002
1688.0,0.9500000000000002,34889593.0,1247.0,571.0,0.0,243848.0,88176.0,2009.0,11.0,0.4578989574979952,154.42381786339757,0.0,0.15,0.1,0.1,0.2,0.55,1.5000000000000002
1688.0,0.9500000000000002,35965856.0,1979.0,803.0,0.0,55132.0,8375.0,2009.0,11.0,0.4057604850934816,10.429638854296382,0.0,0.15,0.1,0.1,0.2,0.55,1.5000000000000002
1688.0,0.9500000000000002,170740468.0,1637.0,426.0,0.0,60472.0,16725.0,2010.0,10.0,0.2602321319486866,39.26056338028169,0.0,0.15,0.1,0.1,0.2,0.55,1.5000000000000002
1688.0,0.9500000000000002,41351540.0,361.0,186.0,0.0,19057.0,10872.0,2009.0,11.0,0.5152354570637119,58.45161290322582,0.0,0.15,0.1,0.1,0.2,0.55,1.5000000000000002
